"Kernel Name","traffic","dpAI","spAI","dpPerf","spPerf","xtime","Block Size","Grid Size","device","intops","intPerf","intAI","targetName","exeArgs","kernelName"
"ker2(const float *, float *, int, int)",218371730403.01,0.0,0.0,0.0,0.0,83128288.0,"(1024, 1, 1)","(517022, 1, 1)","NVIDIA GeForce RTX 3080",28689713600.0,345125760318.7978,1.5804507281316145,"pcc-cuda","90112 165","ker"
"ker2(const float *, float *, int, int)",219909613934.25,0.0,0.0,0.0,0.0,84265024.0,"(1024, 1, 1)","(517000, 1, 1)","NVIDIA GeForce RTX 3080",28737695138.0,341039422690.9613,1.5508163403575774,"pcc-cuda","90112 165","ker2"
"ker2(const float *, float *, int, int)",218398378489.9,0.0,0.0,0.0,0.0,83138304.0,"(1024, 1, 1)","(517022, 1, 1)","NVIDIA GeForce RTX 3080",28689713600.0,345084181654.7039,1.5800675080134012,"pcc-cuda","90112 165","ker2"
"__omp_offloading_10309_2fc4ae6__Z14matern_kernel2ifPKfS0_S0_Pf_l53",4027649769.59,0.0,219.6775536276346,0.0,884784248252.4374,13888.0,"(1024, 1, 1)","(256, 1, 1)","NVIDIA GeForce RTX 3080",6172928.0,444479262672.81104,110.35697940490427,"matern-omp","300 100","__omp_offloading_10309_2fc4ae6__Z14matern_kernel2ifPKfS0_S0_Pf_l53"
"__omp_offloading_10309_2fc4ae6__Z14matern_kernel2ifPKfS0_S0_Pf_l53",4027586206.9,0.0,219.1761452355896,0.0,882750819432.3718,13920.0,"(1024, 1, 1)","(256, 1, 1)","NVIDIA GeForce RTX 3080",6172928.0,443457471264.3678,110.10502283095596,"matern-omp","300 100","__omp_offloading_10309_2fc4ae6__Z14matern_kernel2ifPKfS0_S0_Pf_l53"
"init(int, int, const int *, const int *, int *, int *, int *, int *, int *, int *)",98906350914.96,0.0,0.0,0.0,0.0,29728.0,"(512, 1, 1)","(204, 1, 1)","NVIDIA GeForce RTX 3080",9895774.0,332877220129.17114,3.365579834356441,"gc-cuda","../mis-cuda/internet.egr 100","init"
"init(int, int, const int *, const int *, int *, int *, int *, int *, int *, int *)",88807947019.87,0.0,0.0,0.0,0.0,28992.0,"(512, 1, 1)","(204, 1, 1)","NVIDIA GeForce RTX 3080",9895774.0,341327745584.98895,3.8434369562514474,"gc-cuda","../mis-cuda/internet.egr 100","init"
"runLarge(int, const int *, const int *, int *, int *, volatile int *, const int *, const int *)",29237903225.81,0.0,0.0,0.0,0.0,31744.0,"(512, 1, 1)","(204, 1, 1)","NVIDIA GeForce RTX 3080",1320247.0,41590442288.30645,1.4224837522408975,"gc-cuda","../mis-cuda/internet.egr 100","runLarge"
"runLarge(int, const int *, const int *, int *, int *, volatile int *, const int *, const int *)",1455006337.14,0.0,0.0,0.0,0.0,25248.0,"(512, 1, 1)","(204, 1, 1)","NVIDIA GeForce RTX 3080",1262822.0,50016714195.18377,34.37559886749221,"gc-cuda","../mis-cuda/internet.egr 100","runLarge"
"runSmall(int, const int *, const int *, volatile int *, int *)",98546724890.83,0.0,0.0,0.0,0.0,36640.0,"(512, 1, 1)","(204, 1, 1)","NVIDIA GeForce RTX 3080",20206568.0,551489301310.0437,5.596221507320341,"gc-cuda","../mis-cuda/internet.egr 100","runSmall"
"runSmall(int, const int *, const int *, volatile int *, int *)",91733794295.59,0.0,0.0,0.0,0.0,37024.0,"(512, 1, 1)","(204, 1, 1)","NVIDIA GeForce RTX 3080",20206470.0,545766799913.5695,5.94946283541884,"gc-cuda","../mis-cuda/internet.egr 100","runSmall"
"compute_haversine_distance(const double4 *, double *, int)",35469047202.29,6.500918811685307,0.19160944667887256,230581396189.92117,6796204508.657599,14808096.0,"(256, 1, 1)","(49152, 1, 1)","NVIDIA GeForce RTX 3080",1162765372.0,78522274031.71886,2.2138252991089424,"haversine-cuda","../geodesic-cuda/locations.txt 100","compute_haversine_distance"
"compute_haversine_distance(const double4 *, double *, int)",35505663720.64,6.494369635098425,0.19141641487239022,230586904341.34018,6796366857.0696,14808640.0,"(256, 1, 1)","(49152, 1, 1)","NVIDIA GeForce RTX 3080",1162765372.0,78519389491.54007,2.211460968856513,"haversine-cuda","../geodesic-cuda/locations.txt 100","compute_haversine_distance"
"lif(int, int, float, const float *, float *, float *, float, float, const float *, const float *, float *)",623667013527.58,0.0,2.71110522893289,0.0,1690826901487.5813,30752.0,"(256, 1, 1)","(3907, 1, 1)","NVIDIA GeForce RTX 3080",38201911.0,1242257771852.2373,1.9918606322078662,"lif-cuda","1000 1000 400","lif"
"lif(int, int, float, const float *, float *, float *, float, float, const float *, const float *, float *)",623220833333.33,0.0,2.402679272447566,0.0,1497399778407.491,30720.0,"(256, 1, 1)","(3907, 1, 1)","NVIDIA GeForce RTX 3080",37002574.0,1204510872395.8333,1.93271920316502,"lif-cuda","1000 1000 400","lif"
"__omp_offloading_10309_2f085dd__Z3fpcPKmPjii_l127",498363473589.97,0.0,0.0,0.0,0.0,71488.0,"(256, 1, 1)","(16384, 1, 1)","NVIDIA GeForce RTX 3080",92699092.0,1296708426589.078,2.601933117706673,"fpc-omp","256 100","__omp_offloading_10309_2f085dd__Z3fpcPKmPjii_l127"
"__omp_offloading_10309_2f085dd__Z3fpcPKmPjii_l127",495392632524.71,0.0,0.0,0.0,0.0,71232.0,"(256, 1, 1)","(16384, 1, 1)","NVIDIA GeForce RTX 3080",92699092.0,1301368654537.2866,2.626943900850957,"fpc-omp","256 100","__omp_offloading_10309_2f085dd__Z3fpcPKmPjii_l127"
"__omp_offloading_10309_2f085dd__Z4fpc2PKmPjii_l189",512826887661.14,0.0,0.0,0.0,0.0,69504.0,"(256, 1, 1)","(16384, 1, 1)","NVIDIA GeForce RTX 3080",110318568.0,1587226174033.1492,3.095052564954314,"fpc-omp","256 100","__omp_offloading_10309_2f085dd__Z4fpc2PKmPjii_l189"
"__omp_offloading_10309_2f085dd__Z4fpc2PKmPjii_l189",510925069380.2,0.0,0.0,0.0,0.0,69184.0,"(256, 1, 1)","(16384, 1, 1)","NVIDIA GeForce RTX 3080",110318568.0,1594567645698.4272,3.120942269739841,"fpc-omp","256 100","__omp_offloading_10309_2f085dd__Z4fpc2PKmPjii_l189"
"device_cbow(int, int, int, int, int, int, int, const int *, const int *, float *, float *, unsigned int *)",225388296041.31,0.0,2.079861038728512,0.0,468776335521.72845,743680.0,"(128, 1, 1)","(1025, 1, 1)","NVIDIA GeForce RTX 3080",1780345104.0,2393966630808.95,10.621521493601314,"word2vec-cuda","-train text8 -output vectors.bin -cbow 1 -size 200          -window 8 -negative 25 -hs 0 -sample 1e-4 -threads 20 -binary 1 -iter 15","device_cbow"
"device_cbow(int, int, int, int, int, int, int, const int *, const int *, float *, float *, unsigned int *)",221140818753.18,0.0,2.0913187125273525,0.0,462475932362.145,753536.0,"(128, 1, 1)","(1025, 1, 1)","NVIDIA GeForce RTX 3080",1782119952.0,2365009703584.1685,10.694586901316516,"word2vec-cuda","-train text8 -output vectors.bin -cbow 1 -size 200          -window 8 -negative 25 -hs 0 -sample 1e-4 -threads 20 -binary 1 -iter 15","device_cbow"
"device_memset(float *, int)",717266229029.91,0.0,0.0,0.0,0.0,87744.0,"(256, 1, 1)","(62380, 1, 1)","NVIDIA GeForce RTX 3080",47907744.0,545994529540.4814,0.7612159996420428,"word2vec-cuda","-train text8 -output vectors.bin -cbow 1 -size 200          -window 8 -negative 25 -hs 0 -sample 1e-4 -threads 20 -binary 1 -iter 15","device_memset"
"task1(double *, double *, int, int)",1603313873.28,90.90629542682136,2.3348450865329995,145751324626.3129,3743489519.198,75335168.0,"(100, 1, 1)","(1, 50, 1)","NVIDIA GeForce RTX 3080",1966251044.0,26100041935.261894,16.27881001357981,"grrt-cuda","","task1"
"task1(double *, double *, int, int)",1603521410.25,90.57683938584319,2.3261677145199187,145241901227.975,3730059734.0649996,79015616.0,"(100, 1, 1)","(1, 50, 1)","NVIDIA GeForce RTX 3080",2054899644.0,26006247220.80253,16.218210155826966,"grrt-cuda","","task1"
"task2(double *, double *, int, int)",1312839064.87,115.19032733238924,4.144089057927395,151226361617.12308,5440522003.5473995,222942592.0,"(100, 1, 1)","(1, 50, 1)","NVIDIA GeForce RTX 3080",6777600933.0,30400655488.028053,23.156422063841003,"grrt-cuda","","task2"
"task2(double *, double *, int, int)",1355977715.4,111.1021624387894,4.003585857333551,150652056399.74936,5428773204.2348995,232908512.0,"(100, 1, 1)","(1, 50, 1)","NVIDIA GeForce RTX 3080",7055495370.0,30292990622.858814,22.340330728755877,"grrt-cuda","","task2"
"firstColGPU(unsigned int *, int)",2597563299.48,0.0,0.0,0.0,0.0,370281696.0,"(256, 1, 1)","(1, 1, 1)","NVIDIA GeForce RTX 3080",1125000448.0,3038228624.727915,1.1696456541929625,"lfib4-cuda","2000000000","firstColGPU"
"firstColGPU(unsigned int *, int)",2539222301.03,0.0,0.0,0.0,0.0,174251072.0,"(256, 1, 1)","(1, 1, 1)","NVIDIA GeForce RTX 3080",529411840.0,3038212815.1268992,1.1965131268319793,"lfib4-cuda","2000000000","firstColGPU"
"colsGPU(unsigned int *, int, int)",16159636831.63,0.0,0.0,0.0,0.0,536096032.0,"(256, 1, 1)","(3, 1, 1)","NVIDIA GeForce RTX 3080",14617202048.0,27266014250.22299,1.6872912760547913,"lfib4-cuda","2000000000","colsGPU"
"colsGPU(unsigned int *, int, int)",32943768946.26,0.0,0.0,0.0,0.0,252281952.0,"(256, 1, 1)","(5, 1, 1)","NVIDIA GeForce RTX 3080",13349273056.0,52914102456.28668,1.606194559663273,"lfib4-cuda","2000000000","colsGPU"
"lastEntGPU(unsigned int *, unsigned int *, int, int)",170078740.16,0.0,0.0,0.0,0.0,101600.0,"(512, 1, 1)","(1, 1, 1)","NVIDIA GeForce RTX 3080",1929728.0,18993385826.771652,111.67407407241964,"lfib4-cuda","2000000000","lastEntGPU"
"lastEntGPU(unsigned int *, unsigned int *, int, int)",139044072.0,0.0,0.0,0.0,0.0,206208.0,"(512, 1, 1)","(1, 1, 1)","NVIDIA GeForce RTX 3080",4090880.0,19838609559.27995,142.6785714336671,"lfib4-cuda","2000000000","lastEntGPU"
"colYGPU(unsigned int *, int)",1189263015.19,0.0,0.0,0.0,0.0,368925920.0,"(256, 1, 1)","(1, 1, 1)","NVIDIA GeForce RTX 3080",500002304.0,1355291880.8198676,1.1396065155556379,"lfib4-cuda","2000000000","colYGPU"
"colYGPU(unsigned int *, int)",1148322635.54,0.0,0.0,0.0,0.0,173613312.0,"(256, 1, 1)","(1, 1, 1)","NVIDIA GeForce RTX 3080",235296256.0,1355289253.3955,1.1802338571495403,"lfib4-cuda","2000000000","colYGPU"
"ker_Keccak(const unsigned int *, unsigned int *, const unsigned int *)",33630544211.23,0.0,0.0,0.0,0.0,4043136.0,"(64, 1, 1)","(64, 1, 1)","NVIDIA GeForce RTX 3080",9445695488.0,2336229968024.8203,69.46750410434038,"keccaktreehash-cuda","","ker_Keccak"
"ker_Keccak(const unsigned int *, unsigned int *, const unsigned int *)",33720894884.34,0.0,0.0,0.0,0.0,4042176.0,"(64, 1, 1)","(64, 1, 1)","NVIDIA GeForce RTX 3080",9445695488.0,2336784812932.44,69.29782916341416,"keccaktreehash-cuda","","ker_Keccak"
"stencil_1d(const int *, int *)",541866882067.85,0.0,0.0,0.0,0.0,1980800.0,"(256, 1, 1)","(524288, 1, 1)","NVIDIA GeForce RTX 3080",2162163705.0,1091560836530.6947,2.014444640656254,"stencil1d-cuda","134217728 1000","stencil_1d"
"stencil_1d(const int *, int *)",551034066713.98,0.0,0.0,0.0,0.0,1983872.0,"(256, 1, 1)","(524288, 1, 1)","NVIDIA GeForce RTX 3080",2162163705.0,1089870568766.5332,1.977864227643555,"stencil1d-cuda","134217728 1000","stencil_1d"
"__omp_offloading_10309_2fc62a7__Z3wsmPfPKfS_S_S_S_S_S1_S1_S1_S_S_S_S_S_fiiiiiiiiiiiiiiiiiiii_l31",1196978865.35,0.012692952431167168,172.24336449093846,15193195.799,206171666992.43,518514592.0,"(64, 1, 1)","(48, 1, 1)","NVIDIA GeForce RTX 3080",77271061312.0,149023889595.7628,124.50001742694747,"wsm5-omp","10","__omp_offloading_10309_2fc62a7__Z3wsmPfPKfS_S_S_S_S_S1_S1_S1_S_S_S_S_S_fiiiiiiiiiiiiiiiiiiii_l31"
"__omp_offloading_10309_2fc62a7__Z3wsmPfPKfS_S_S_S_S_S1_S1_S1_S_S_S_S_S_fiiiiiiiiiiiiiiiiiiii_l31",1201944189.87,0.012018584939507396,172.17824784338296,14445668.338499999,206948644617.35098,516591520.0,"(64, 1, 1)","(48, 1, 1)","NVIDIA GeForce RTX 3080",77271061312.0,149578648352.57068,124.44724939246042,"wsm5-omp","10","__omp_offloading_10309_2fc62a7__Z3wsmPfPKfS_S_S_S_S_S1_S1_S1_S_S_S_S_S_fiiiiiiiiiiiiiiiiiiii_l31"
"add(int, const float *, float *)",711264250756.74,0.0,0.08341782209690266,0.0,59332114733.5125,1131168.0,"(256, 1, 1)","(262144, 1, 1)","NVIDIA GeForce RTX 3080",805306368.0,711924637189.1708,1.0009284684724815,"prefetch-cuda","100","add"
"add(int, const float *, float *)",713120181534.53,0.0,0.0834173810289235,0.0,59486617902.48099,1128160.0,"(256, 1, 1)","(262144, 1, 1)","NVIDIA GeForce RTX 3080",805306368.0,713822833640.6183,1.0009853207415562,"prefetch-cuda","100","add"
"__omp_offloading_10309_2fc4b95__Z21FindKeyWithDigest_GPUPKjiiPiPhPj_l378",69239688.59,0.0,0.0,0.0,0.0,386368.0,"(256, 1, 1)","(3200, 1, 1)","NVIDIA GeForce RTX 3080",2325364600.0,6018522755507.702,86923.01883600517,"md5hash-omp","1 1","__omp_offloading_10309_2fc4b95__Z21FindKeyWithDigest_GPUPKjiiPiPhPj_l378"
"__omp_offloading_10309_2fc4b95__Z21FindKeyWithDigest_GPUPKjiiPiPhPj_l378",13217760.95,0.0,0.0,0.0,0.0,1927104.0,"(256, 1, 1)","(3200, 1, 1)","NVIDIA GeForce RTX 3080",11647986410.0,6044295694472.12,457285.89867349056,"md5hash-omp","1 1","__omp_offloading_10309_2fc4b95__Z21FindKeyWithDigest_GPUPKjiiPiPhPj_l378"
"__omp_offloading_10309_2fc601f__Z10runKernelsPKfPfffffjjj_l46",396512711864.41,0.0,10.232063684988887,0.0,4057143319704.2915,30208.0,"(256, 1, 1)","(1536, 1, 1)","NVIDIA GeForce RTX 3080",58062420.0,1922087526483.0508,4.847480216826745,"tonemapping-omp","../tonemapping-sycl/input.hdr 10000","__omp_offloading_10309_2fc601f__Z10runKernelsPKfPfffffjjj_l46"
"__omp_offloading_10309_2fc601f__Z10runKernelsPKfPfffffjjj_l46",393836134453.78,0.0,10.214996181358636,0.0,4023034609526.409,30464.0,"(256, 1, 1)","(1536, 1, 1)","NVIDIA GeForce RTX 3080",58062420.0,1905935530462.1848,4.839412546808506,"tonemapping-omp","../tonemapping-sycl/input.hdr 10000","__omp_offloading_10309_2fc601f__Z10runKernelsPKfPfffffjjj_l46"
"__omp_offloading_10309_2fc354a__Z13KeccakTreeGPUPjS_PKj_l440",36254818642.28,0.0,0.0,0.0,0.0,3765376.0,"(64, 1, 1)","(64, 1, 1)","NVIDIA GeForce RTX 3080",9382764544.0,2491853282115.783,68.73164383202318,"keccaktreehash-omp","","__omp_offloading_10309_2fc354a__Z13KeccakTreeGPUPjS_PKj_l440"
"__omp_offloading_10309_2fc354a__Z13KeccakTreeGPUPjS_PKj_l440",37083125222.98,0.0,0.0,0.0,0.0,3767232.0,"(64, 1, 1)","(64, 1, 1)","NVIDIA GeForce RTX 3080",9382764544.0,2490625622207.4985,67.16331504508916,"keccaktreehash-omp","","__omp_offloading_10309_2fc354a__Z13KeccakTreeGPUPjS_PKj_l440"
"__omp_offloading_10309_2f26c7b__Z5task1PdS_ii_l366",1187975238.07,60.346123319731845,1.5631827124990778,71689700217.36002,1857022355.028,151427264.0,"(256, 1, 1)","(20, 1, 1)","NVIDIA GeForce RTX 3080",1220147750.0,8057649050.569916,6.7826742446757375,"grrt-omp","","__omp_offloading_10309_2f26c7b__Z5task1PdS_ii_l366"
"__omp_offloading_10309_2f26c7b__Z5task1PdS_ii_l366",1130385619.2,63.12383600724846,1.6443810268447194,71354276451.33281,1858784665.2306,158987104.0,"(256, 1, 1)","(20, 1, 1)","NVIDIA GeForce RTX 3080",1275131312.0,8020344291.572227,7.095228526746836,"grrt-omp","","__omp_offloading_10309_2f26c7b__Z5task1PdS_ii_l366"
"__omp_offloading_10309_2f26c7b__Z5task2PdS_ii_l486",1206551298.0,61.83267587933223,2.2556216447005966,74604295341.02159,2721523223.2103996,446731136.0,"(256, 1, 1)","(20, 1, 1)","NVIDIA GeForce RTX 3080",5341331518.0,11956479160.655594,9.909631841161547,"grrt-omp","","__omp_offloading_10309_2f26c7b__Z5task2PdS_ii_l486"
"__omp_offloading_10309_2f26c7b__Z5task2PdS_ii_l486",1196193949.75,62.02820317090138,2.262573185124071,74197761346.896,2706476354.912,467466240.0,"(256, 1, 1)","(20, 1, 1)","NVIDIA GeForce RTX 3080",5561803662.0,11897765412.963297,9.946351438619034,"grrt-omp","","__omp_offloading_10309_2f26c7b__Z5task2PdS_ii_l486"
"update(unsigned long long *, unsigned long long *, unsigned long long)",46367870802.21,0.0,0.0,0.0,0.0,379377888.0,"(128, 1, 1)","(1, 1, 1)","NVIDIA GeForce RTX 3080",2416240973.0,6368955728.384465,0.1373570883932179,"randomAccess-cuda","10","update"
"update(unsigned long long *, unsigned long long *, unsigned long long)",46387328233.39,0.0,0.0,0.0,0.0,379340320.0,"(128, 1, 1)","(1, 1, 1)","NVIDIA GeForce RTX 3080",2416240973.0,6369586478.442366,0.13731307063849135,"randomAccess-cuda","10","update"
"initTable(unsigned long long *, unsigned long long)",742244109831.71,0.0,0.0,0.0,0.0,722560.0,"(256, 1, 1)","(262144, 1, 1)","NVIDIA GeForce RTX 3080",402653184.0,557259167404.783,0.7507761395791084,"randomAccess-cuda","10","initTable"
"initTable(unsigned long long *, unsigned long long)",742197110697.51,0.0,0.0,0.0,0.0,722112.0,"(256, 1, 1)","(262144, 1, 1)","NVIDIA GeForce RTX 3080",402653184.0,557604892315.8734,0.7512894947702524,"randomAccess-cuda","10","initTable"
"Match1(const float *, const float *, float *, int *)",294585016635.43,0.0,0.6041578168829015,0.0,177975840536.8746,386115680.0,"(128, 1, 1)","(128, 1, 1)","NVIDIA GeForce RTX 3080",61203398656.0,158510523726.98254,0.5380807399418778,"match-cuda","100","Match1"
"Match1(const float *, const float *, float *, int *)",296100850955.75,0.0,0.6013791772917746,0.0,178068886143.1633,385903968.0,"(128, 1, 1)","(128, 1, 1)","NVIDIA GeForce RTX 3080",61203398656.0,158597484688.21133,0.535619820666819,"match-cuda","100","Match1"
"Match2(const float *, const float *, float *, int *)",2410206686.89,0.0,274.6042823945352,0.0,661853077675.9385,103827776.0,"(16, 16, 1)","(1024, 1, 1)","NVIDIA GeForce RTX 3080",8624993810.0,83070197034.75108,34.466005544918794,"match-cuda","100","Match2"
"Match2(const float *, const float *, float *, int *)",2410317386.71,0.0,274.5196981203594,0.0,661679601373.8828,103855136.0,"(16, 16, 1)","(1024, 1, 1)","NVIDIA GeForce RTX 3080",8624993810.0,83048312699.7205,34.455343166685026,"match-cuda","100","Match2"
"Match3(const float *, const float *, float *, int *)",5113843845.86,0.0,386.9655111442758,0.0,1978881197725.2239,34726304.0,"(16, 16, 1)","(1024, 1, 1)","NVIDIA GeForce RTX 3080",8627615250.0,248446113067.48914,48.583046443356494,"match-cuda","100","Match3"
"__omp_offloading_10309_2f0692f__Z20map_boudaries_kernelPdiddd_l68",1590361445.78,1.1848502256000157,0.0,1884340117.8180003,0.0,2656.0,"(256, 1, 1)","(7, 1, 1)","NVIDIA GeForce RTX 3080",48652.0,18317771084.33735,11.517992424265111,"ddbp-omp","","__omp_offloading_10309_2f0692f__Z20map_boudaries_kernelPdiddd_l68"
"__omp_offloading_10309_2f0692f__Z20map_boudaries_kernelPdiddd_l68",1190476190.48,1.9160473345475288,0.0,2281008731.6115003,0.0,2688.0,"(256, 1, 1)","(9, 1, 1)","NVIDIA GeForce RTX 3080",61452.0,22861607142.85714,19.203749999938545,"ddbp-omp","","__omp_offloading_10309_2f0692f__Z20map_boudaries_kernelPdiddd_l68"
"__omp_offloading_10309_2f0692f__Z22differentiation_kernelPdPKddddS1_S1_S1_iiiidddddi_l311",32881627422.71,7.991021793544851,0.24872049858805825,262757801342.09763,8178334766.9632,3595968.0,"(256, 1, 1)","(3200, 1, 1)","NVIDIA GeForce RTX 3080",483945744.0,134580103048.74792,4.09286624772711,"ddbp-omp","","__omp_offloading_10309_2f0692f__Z22differentiation_kernelPdPKddddS1_S1_S1_iiiidddddi_l311"
"__omp_offloading_10309_2f0692f__Z22differentiation_kernelPdPKddddS1_S1_S1_iiiidddddi_l311",32899919907.45,7.986457333780648,0.2485648090732826,262753806625.65,8177762310.321599,3595840.0,"(256, 1, 1)","(3200, 1, 1)","NVIDIA GeForce RTX 3080",483945744.0,134584893654.89008,4.090736209494969,"ddbp-omp","","__omp_offloading_10309_2f0692f__Z22differentiation_kernelPdPKddddS1_S1_S1_iiiidddddi_l311"
"__omp_offloading_10309_2f0692f__Z19mapDet2Slice_kernelPdS_dddPKdS1_S1_S1_iii_l107",91709413067.55,2.9640881003183157,0.25757659403188743,271834779960.70203,23622198258.603,288960.0,"(256, 1, 1)","(3200, 1, 1)","NVIDIA GeForce RTX 3080",193728710.0,670434350775.1938,7.310420254040607,"ddbp-omp","","__omp_offloading_10309_2f0692f__Z19mapDet2Slice_kernelPdS_dddPKdS1_S1_S1_iii_l107"
"__omp_offloading_10309_2f0692f__Z19mapDet2Slice_kernelPdS_dddPKdS1_S1_S1_iii_l107",91908606921.03,2.962283185246822,0.2575217363727871,272259320861.62686,23668464041.9076,288512.0,"(256, 1, 1)","(3200, 1, 1)","NVIDIA GeForce RTX 3080",193728710.0,671475397903.7267,7.305903335915796,"ddbp-omp","","__omp_offloading_10309_2f0692f__Z19mapDet2Slice_kernelPdS_dddPKdS1_S1_S1_iii_l107"
"__omp_offloading_10309_2f0692f__Z19rot_detector_kernelPdS_PKdS1_dddi_l83",4936170212.77,4.275086431400024,0.0,21102554299.694,0.0,9024.0,"(256, 1, 1)","(9, 1, 1)","NVIDIA GeForce RTX 3080",174648.0,19353723404.255318,3.920797413789892,"ddbp-omp","","__omp_offloading_10309_2f0692f__Z19rot_detector_kernelPdS_PKdS1_dddi_l83"
"__omp_offloading_10309_2f0692f__Z19rot_detector_kernelPdS_PKdS1_dddi_l83",4624113475.18,4.563358148557241,0.0,21101485906.815998,0.0,9024.0,"(256, 1, 1)","(9, 1, 1)","NVIDIA GeForce RTX 3080",174648.0,19353723404.255318,4.185391104292038,"ddbp-omp","","__omp_offloading_10309_2f0692f__Z19rot_detector_kernelPdS_PKdS1_dddi_l83"
"__omp_offloading_10309_2f0692f__Z17backprojectionDDbPdPKdS1_S1_iiiiiiidddddddd_l469",705601014580.94,0.0,0.0,0.0,0.0,4365152.0,"(256, 1, 1)","(3200, 1, 1)","NVIDIA GeForce RTX 3080",7657062160.0,1754134142407.87,2.486014200886119,"ddbp-omp","","__omp_offloading_10309_2f0692f__Z17backprojectionDDbPdPKdS1_S1_iiiiiiidddddddd_l469"
"__omp_offloading_10309_2f0692f__Z29bilinear_interpolation_kernelPdPKdS1_S1_S1_S1_iiiiiii_l217",49737620641.16,4.562486779461479,0.4488071655876939,226927236617.1629,22322600543.035,1319616.0,"(256, 1, 1)","(3200, 1, 1)","NVIDIA GeForce RTX 3080",390924129.0,296240822330.1324,5.956071450771822,"ddbp-omp","","__omp_offloading_10309_2f0692f__Z29bilinear_interpolation_kernelPdPKdS1_S1_S1_S1_iiiiiii_l217"
"__omp_offloading_10309_2f0692f__Z29bilinear_interpolation_kernelPdPKdS1_S1_S1_S1_iiiiiii_l217",49550513864.65,4.577952074048947,0.4501807873731475,226839877716.86557,22306689346.3322,1320192.0,"(256, 1, 1)","(3200, 1, 1)","NVIDIA GeForce RTX 3080",390864234.0,296066204006.68994,5.975038015052908,"ddbp-omp","","__omp_offloading_10309_2f0692f__Z29bilinear_interpolation_kernelPdPKdS1_S1_S1_S1_iiiiiii_l217"
"__omp_offloading_10309_2f0692f__Z15division_kernelPdiiii_l354",324852133635.36,0.9896679156715446,0.12460613235477522,321495733996.3608,40478567959.498795,18901824.0,"(256, 1, 1)","(3200, 1, 1)","NVIDIA GeForce RTX 3080",8633134715.0,456735535946.1605,1.4059797940525058,"ddbp-omp","","__omp_offloading_10309_2f0692f__Z15division_kernelPdiiii_l354"
"__omp_offloading_10309_2f0692f__Z22img_integration_kernelPdiibiiiiiiiiii_l139",176017094017.09,0.11659847831895084,0.0,20523325320.5164,0.0,7488.0,"(256, 1, 1)","(586, 1, 1)","NVIDIA GeForce RTX 3080",19247861.0,2570494257478.6323,14.603662626250697,"ddbp-omp","","__omp_offloading_10309_2f0692f__Z22img_integration_kernelPdiibiiiiiiiiii_l139"
"__omp_offloading_10309_2f0692f__Z22img_integration_kernelPdiibiiiiiiiiii_l139",173086419753.09,0.11414369047367563,0.0,19756722721.4934,0.0,7776.0,"(256, 1, 1)","(586, 1, 1)","NVIDIA GeForce RTX 3080",19247861.0,2475290766460.9053,14.300895298382967,"ddbp-omp","","__omp_offloading_10309_2f0692f__Z22img_integration_kernelPdiibiiiiiiiiii_l139"
"__omp_offloading_10309_2f06b20__Z18hessian_matrix_detPKfiifPf_l125",148944954128.44,0.0,6.504555637208852,0.0,968820741009.9583,13952.0,"(256, 1, 1)","(1200, 1, 1)","NVIDIA GeForce RTX 3080",54068158.0,3875298021788.99,26.01832364490305,"doh-omp","480 640 100","__omp_offloading_10309_2f06b20__Z18hessian_matrix_detPKfiifPf_l125"
"__omp_offloading_10309_2f06b20__Z18hessian_matrix_detPKfiifPf_l125",124862385321.1,0.0,7.758981170075525,0.0,968804896557.1295,13952.0,"(256, 1, 1)","(1200, 1, 1)","NVIDIA GeForce RTX 3080",54068158.0,3875298021788.99,31.036552856355843,"doh-omp","480 640 100","__omp_offloading_10309_2f06b20__Z18hessian_matrix_detPKfiifPf_l125"
"void cvt<__half, __nv_bfloat16>(T1 *, const T2 *, int)",593726190266.19,0.0,0.0,0.0,0.0,1814048.0,"(256, 1, 1)","(1048576, 1, 1)","NVIDIA GeForce RTX 3080",1073741824.0,591903755578.6836,0.9969305132275043,"conversion-cuda","268435456 10","cvt"
"void cvt<__half, __nv_bfloat16>(T1 *, const T2 *, int)",594637154094.43,0.0,0.0,0.0,0.0,1814368.0,"(256, 1, 1)","(1048576, 1, 1)","NVIDIA GeForce RTX 3080",1073741824.0,591799361540.768,0.9952276904762472,"conversion-cuda","268435456 10","cvt"
"sequence_aa_kernel(bool, const char *, const char *, const unsigned int *, const unsigned int *, short *, short *, short *, short *, short *, short, short, const short *, const short *)",1938219831.38,0.0,0.0,0.0,0.0,14681216.0,"(200, 1, 1)","(15000, 1, 1)","NVIDIA GeForce RTX 3080",32526525716.0,2215519866746.7324,1143.0694448984646,"bsw-cuda","                 ./test-data/protein-reference.fasta                  ./test-data/protein-query.fasta test_regression_protein_out","sequence_aa_kernel"
"sequence_aa_kernel(bool, const char *, const char *, const unsigned int *, const unsigned int *, short *, short *, short *, short *, short *, short, short, const short *, const short *)",2640278307.05,0.0,0.0,0.0,0.0,10412672.0,"(200, 1, 1)","(15000, 1, 1)","NVIDIA GeForce RTX 3080",21705208294.0,2084499376720.9797,789.4998686899808,"bsw-cuda","                 ./test-data/protein-reference.fasta                  ./test-data/protein-query.fasta test_regression_protein_out","sequence_aa_kernel"
